danish,english,ukranian
"I MR kan jeg have mellem 8 og 10, og det er fordi MR-scanningerne er tager som regel mellem 40-45 minutter, men i alm. røntgen kan jeg sagtens have 30 - 35 patienter igennem på en dag.","In MR, I can have between 8 and 10, and that's because MR scans usually take between 40-45 minutes, but in regular X-ray, I can easily have 30 - 35 patients in a day.","На МРТ я можу мати від 8 до 10, тому, що МРТ-сканування зазвичай тривають від 40 до 45 хвилин, але в звичайному рентгені я легко приймаю 30 - 35 пацієнтів за день."
"Så lige for at forstå, når du har en arbejdsdag, er den så kun dedikeret til MR eller andet også?","So just to understand, when you have a workday, is it dedicated only to MR or to other things as well?","Отже, щоб зрозуміти, коли у вас робочий день, він присвячений лише МР, чи ще й іншим речам?"
"Ja, jeg møder morgenen og så finder jeg ud af hvilket rum jeg er sat til den dag, og så fordeler vi os ud. Så er der nogen på første sal og nogen på 2. og nogen nede i vores akutte afdeling. I dag sidder jeg på MR-scanningerne på 1. sal, så i dag har jeg 12 patienter.","Yes, I arrive in the morning and then find out which room I am assigned to for the day, and then we spread out. So, some are on the first floor and some on the second, and some down in our emergency department. Today, I am on the MR scans on the first floor, so today I have 12 patients.","Так, я приходжу вранці і потім дізнаюся, до якого кабінету я призначений на сьогодні. Тож, деякі знаходяться на першому поверсі, деякі на другому, а деякі у відділенні невідкладної допомоги. Сьогодні я займаюся МРТ-скануваннями на першому поверсі, сьогодні у мене 12 пацієнтів."
"Kan du mærke forskellen, når du går fra alm. røntgen til MR, når det kommer til kommunikation? Er der nogen ting, du indstiller mht. kommunikationen?",Can you feel the difference when you go from regular X-ray to MR in terms of communication? Are there any things you adjust in terms of communication?,"Чи відчуваєте ви різницю між звичайним рентгеном і МРТ щодо комунікації з пацієнтом? Чи є якісь речі, які ви коригуєте?"
"Man indstiller sig så på, at de fleste mennesker ved, hvad et røntgenbillede er, men det er ikke alle, der har prøvet MR. Det er noget meget mere teknisk, og rummet ser lidt mere scary ud. Patienterne bliver udspurgt om de har metal eller har pacemaker i kroppen. Det er en mere dybdegående kontakt man har, fordi hvis jeg for eksempel har en patient fra Bosnien, så kan jeg finde på at spørge ”er du måske blevet skudt engang i krigen?” Man skal tænke lidt mere, hvor modsat i røntgen der vurderer jeg – ”kan patienten stå eller ikke stå?” I MR, der er mange ting, man skal tænke over. Har du arbejdet med svejsning? har du klaustrofobi? Har du metal indopereret? De skal måske have noget kontrast indsprøjtet og patienterne bliver ligesom ”hvorfor skal jeg det? er det fordi, der er noget i vejen?”, hvor jeg så svar ”nej, nej, det er bare så lægerne kan se forskel” Det er en lidt mere dybdegående kontakt, hvor man også bruger kontakten til at berolige patienten fremfor at det ”kun” er for at lave en god undersøgelse.","You adjust to the fact that most people know what an X-ray is, but not everyone has experienced an MR. It's something much more technical, and the room looks a bit more scary. Patients are asked about having metal or a pacemaker in their body. It's a more in-depth contact because, for example, if I have a patient from Bosnia, I might ask, 'have you perhaps been shot at some point during the war?' You have to think a bit more, whereas in X-ray I assess – 'can the patient stand or not?' In MR, there are many things to consider. Have you worked with welding? Do you have claustrophobia? Do you have metal implants? They might need to have some contrast injected, and the patients become like 'why do I need that? is it because something is wrong?', where I then answer 'no, no, it's just so the doctors can see the difference' It's a more in-depth contact, where you also use the contact to reassure the patient rather than it being 'just' to conduct a good examination.","Ви налаштовуєтеся на те, що більшість людей знає, що таке рентген, але не всі пробували МР. Це щось набагато технічніше, і кімната виглядає трохи лякаюче. Пацієнтів питають про наявність металу чи кардіостимулятора в тілі. Це більш глибокий контакт, тому що, наприклад, якщо у мене пацієнт з Боснії, я можу запитати, 'чи не були ви випадково поранені під час війни?' Треба думати трохи більше, в той час як в рентгені я оцінюю – 'чи може пацієнт стояти чи ні?' У МР, є багато речей, про які треба подумати. Чи працювали ви зі зварюванням? Чи маєте ви клаустрофобію? Чи маєте ви металеві імплантати? Їм, можливо, потрібно ввести контрастну речовину, і пацієнти задаються питанням 'чому мені це потрібно? це тому, що щось не так?', на що я відповідаю 'ні, ні, це просто для того, щоб лікарі могли побачити різницю' Це більш глибокий контакт, де ви також використовуєте зв'язок, щоб заспокоїти пацієнта, а не просто для проведення якісного обстеження."
Hvad ville fagligt være en god undersøgelse for dig?,What would professionally be a good examination for you?,Що професійно було б для вас хорошим обстеженням?
"Altså en god undersøgelse for mig er hvor jeg og patienten ”møder” hinanden i samme øjenhøjde. Vi møder patienten, der hvor de er og de føler sig trygge ved det. De går igennem undersøgelsen, de ligger stille, vi får nogle gode billeder og patienten føler, at hvis de var bange til at starte med, og efter vi har snakket sammen, og efter undersøgelsen, hvis de så siger til mig, at det var ikke så slemt, så ved jeg okay, han bliver ikke nervøs næste gang. Så var det en god undersøgelse og en god oplevelse for patienten, hvilket også gør det til en nem undersøgelse for mig.","A good examination for me is where the patient and I 'meet' each other at the same eye level. We meet the patient where they are, and they feel safe about it. They go through the examination, they lie still, we get some good images, and if the patient feels that if they were scared at the beginning, and after we have talked, and after the examination, if they then say to me that it wasn't so bad, then I know okay, they won't be nervous next time. So, it was a good examination and a good experience for the patient, which also makes it an easy examination for me.","Добре обстеження для мене - це коли я та пацієнт 'зустрічаємося' на одному рівні. Ми зустрічаємо пацієнта там, де він є, і він почувається в безпеці. Вони проходять обстеження, лежать нерухомо, ми отримуємо хороші знімки, і якщо пацієнт відчуває, якщо він боявся на початку, а після нашої розмови, і після обстеження він потім каже мені, що це було не так погано, тоді я знаю, окей, він не буде нервувати наступного разу. Отже, це було добре обстеження та хороший досвід для пацієнта, що також робить обстеження легким для мене."
"Hvordan vil du så beskrive, hvad god patientkommunikation er for dig og de her ting med, at I føler, at patienten har været glad for at opleve sådan…",How would you then describe what good patient communication is for you and these things about feeling that the patient has been happy to experience such…,"Як би ви описали, що для вас є хорошою комунікацією з пацієнтом і ці речі про відчуття, що пацієнт був радий таке пережити"
Tillid…,Trust…,Довіра
Ja tillid!,"Yes, trust!","Так, довіра!"
"Ja, altså tillid til, at patienten har tillid til en. Jeg har jo ikke patientkontakt som en sygeplejerske, hun kan have en patient i to uger, hvor hun opbygger den her tillid. Jeg har 40 minutter til én undersøgelse, så jeg skal ret hurtigt lave den kontakt og den tillid, så patienten føler sig rolig og føler sig tryg i MR-skanneren. Det er også det med, at jeg heller ikke kan bruge en time på patienten for næste patient venter, så er tiden kan være sådan en stor stressfaktor. Fordi vi ikke har så lang tid, så kan man ikke altid ”connecte” med patienten og nogle andre gange, så sender man patienten ind (i scanneren) uden, at patienten måske er helt med i hvad skal der ske, fordi man er så tidspresset, og det kan godt give sådan en lidt dårlig kontakt.","Yes, it's about trust, that the patient trusts you. I don't have patient contact like a nurse, who can have a patient for two weeks, where she builds up that trust. I have 40 minutes for one examination, so I have to quickly establish that contact and trust, so the patient feels calm and safe in the MR scanner. It's also about not being able to spend an hour with the patient because the next patient is waiting, so time can be a big stress factor. Because we don't have much time, you can't always 'connect' with the patient and sometimes, you send the patient into the scanner without the patient fully understanding what's going to happen, because of the time pressure, and that can create a bit of a poor connection.","Так, це про довіру, про те що пацієнт довіряє тобі. У мене немає контакту з пацієнтом, як у медсестри, яка може доглядати пацієнта два тижні, де вона вибудовує ту довіру. У мене є 40 хвилин на одне обстеження, тому я маю швидко створити цей контакт і довіру, щоб пацієнт почувався спокійно і в безпеці в МР-сканері. Це також про те, що я не можу провести годину з пацієнтом, тому що наступний пацієнт чекає, тож час може бути великим фактором стресу. Через те, що у нас немає багато часу, не завжди можна 'встановити контакт' з пацієнтом, і іноді, ви відправляєте пацієнта в сканер, не маючи повного розуміння що має статися, через нестачу часу, і це може створити не дуже хороший зв'язок."
"Hvilke områder er svære at håndtere, hvis der opstår kommunikationsvanskeligheder mellem dig og patienten?",What areas are difficult to handle if communication difficulties arise between you and the patient?,"Які області важко контролювати, якщо між вами та пацієнтом виникають труднощі з комунікацією?"
"Altså, det kan være sådan for eksempel: Hvis patienten hverken taler dansk, engelsk, somalisk, eller arabisk og de har ikke har tolk med - så spørger jeg patienten: har du pacemaker, så kigger han på mig og siger, ja! Har du metal i maven indopereret? Ja! Og jeg står sådan lidt… okay… så skal jeg lige slå patientens journal op og så kan jeg konstatere: Du har ikke noget indopereret, der er ikke noget været et operationsnotat eller andet i sundhedsplatformen. Det er jo fordi patienten ikke forstår, hvad jeg spørger om. Det nytter ikke noget jeg spørger: har du pacemaker med hvis patienten ikke ved, hvad en pacemaker er på dansk. Nogengange har jeg aflyst undersøgelser, så de kan få en tolk, fordi det er jo en sikkerhedsting. Jeg kan ikke tage dig ind hvis du ikke 100% ved, hvad om du har indopereret metal i kroppen.","Well, it can be like this for example: If the patient doesn't speak Danish, English, Somali, or Arabic and they don't have an interpreter with them - then I ask the patient: do you have a pacemaker, and he looks at me and says, yes! Do you have metal implanted in your stomach? Yes! And I'm kind of... okay... so I have to check the patient's medical record and then I can determine: You don't have anything implanted, there's no operation note or anything in the health platform. It's because the patient doesn't understand what I'm asking. It's no use asking: do you have a pacemaker if the patient doesn't know what a pacemaker is in Danish. Sometimes I have canceled examinations so they can get an interpreter because it's a safety thing. I can't take you in if you're not 100% sure about whether you have implanted metal in your body. ","Ну, це може бути, наприклад, так: якщо пацієнт не говорить данською, англійською, сомалійською чи арабською і в нього немає перекладача - тоді я питаю пацієнта: у вас є кардіостимулятор, і він на мене дивиться і каже, так! У вас є метал імплантований у шлунку? Так! І я трохи... добре... тоді мені потрібно перевірити медичний запис пацієнта, і тоді я можу визначити: у вас нічого не імплантовано, немає запису про операцію або щось інше в системі охорони здоров'я. Це тому, що пацієнт не розуміє, що я питаю. Немає сенсу питати: у вас є кардіостимулятор, якщо пацієнт не знає, що таке кардіостимулятор данською. Іноді я скасовую обстеження, щоб вони могли отримати перекладача, тому що це питання безпеки. Я не можу взяти вас, якщо ви не на 100% впевнені, що у вас є метал імплантований у тіло. "
"Hvis patienten er 80 og kommer fra Irak, og der har været krig og alt muligt. Jeg ved ikke, hvad de kan have indopereret eller fået sat ind i kroppen. Så bruger man tid på at søge og slå op, og nogle gange er det en patient, der skal kræftudredes og han har ventet på MR-skanning i en måned, og så skal jeg sige til ham, fordi vi ikke forstår hinanden (sprogligt): ”min ven, jeg skal aflyse” og så står de der helt sådan: ”hvad mener du? Jeg har ventet, jeg ved ikke, om jeg har kræft eller ej!” og så står jeg der. Den henvisende læge skulle jeg have sagt, at den her patient har sproglige vanskeligheder! Han skal have tolk med, så kunne vi have fanget det fra starten af. Hvis der er nogen, der ikke gør deres arbejde ordentligt et andet sted, så står patienten pludselig hos mig pludseligt, hvor jeg så skal sige sorry… så bliver de kede af det, måske er de pårørende med, og så bliver de uforstående. Man havner ud i nogle vanskelige situationer, og så bliver man nødt til at sige:  ”rent sikkerhedsmæssigt, så ved jeg ikke hvad du har, og derfor bliver jeg nødt til at aflyse, men du får hurtigst muligt en ny tid, og jeg går ind til sekretæren” og de vil gerne have hurtigst mulig tid igen.  Hvis de ikke kan dansk, så er det meget svært i MR. I røntgen kan det godt gå, fordi så kan jeg bare med håndsprog bare sige: hånden her – de lægger hånden der, og så trykker jeg på knappen. Jeg kan godt ligesom kringle mig ud af den, men med MR er det lidt svært på grund af sikkerhedsforanstaltningerne der er.","If the patient is 80 and comes from Iraq, and there has been war and everything. I don't know what they might have implanted or inserted in their body. So, you spend time searching and checking, and sometimes it's a patient who is being evaluated for cancer and he has been waiting for an MR scan for a month, and then I have to tell him, because we don't understand each other (linguistically), my friend, I have to cancel, and then they are like, what do you mean? I've been waiting, I don't know if I have cancer or not!' and there I am. The referring doctor should have said, this patient has linguistic difficulties! He needs to have an interpreter, so we could have caught it from the start. If someone else hasn't done their job properly elsewhere, then the patient suddenly stands before me, and I have to say sorry. then they get upset, maybe their relatives are with them, and they become incomprehensible. You end up in difficult situations, and then you have to say, for safety reasons, I don't know what you have, and therefore I have to cancel, but you will get a new appointment as soon as possible, and I will go to the secretary' and they want a new appointment as soon as possible. If they don't speak Danish, then it's very difficult in MR. In X-ray, it might work, because then I can just use sign language to say: the hand here, they put their hand there, and then I press the button. I can kind of wriggle out of it, but with MR it's a bit difficult because of the safety precautions involved.","Якщо пацієнту 80 років і він приїхав з Іраку, там була війна. Я не знаю, що вони могли імплантувати або вставити в тіло. Отже, ви витрачаєте час на пошук і перевірку, і іноді це пацієнт, який проходить діагностику раку, і він чекав на МРТ сканування місяць, і мені треба сказати (мовно): 'друже, я повинен скасувати процедуру', бо ми не розуміємо один одного. І тоді вони такі: 'що ви маєте на увазі? Я стільки чекав, я не знаю, чи у мене рак чи ні!'. Лікар, який направив, повинен був сказати, що цей пацієнт має мовні труднощі! Йому потрібен перекладач, тоді ми могли б виявити це з самого початку. Якщо хтось інший не виконав свою роботу належним чином десь інде, тоді пацієнт раптом стоїть переді мною, і я повинен сказати вибачте... тоді вони засмучуються, можливо, з ними їхні родичі, і вони стають нерозуміючими. Ви потрапляєте в складні ситуації, і тоді вам доводиться сказати: 'з міркувань безпеки, я не знаю, що у вас є, і тому я повинен скасувати, але ви отримаєте новий прийом якомога швидше, і я піду до секретаря' і вони хочуть якнайшвидше отримати новий прийом. Якщо вони не говорять данською, то з процедурою МРТ дуже складно. У рентгені це може пройти, тому що тоді я можу просто жестами сказати: рука тут – вони кладуть руку там, і тоді я натискаю кнопку. Я можу якось викрутитися, але з МРТ це складніше через заходи безпеки."
"Kan du uddybe lidt mere, når du siger, at du bruger håndsprog? Hvilke midler tager du i brug, hvis der er en patient, du ikke kan kommunikere med. Her siger du håndsprog. Er det noget visuel, gestikulerende, eller noget lignende?","Can you elaborate a bit more when you say that you use sign language? What means do you employ if there's a patient you cannot communicate with. Here you mention sign language. Is it something visual, gesturing, or something similar?","Розкажіть детальніше, як використовуєте жести? Які засоби ви застосовуєте, якщо є пацієнт, з яким ви не можете спілкуватися. Ви казали жести. Це візуальні засоби, жестікуляція або щось подібне?"
"Vi har ikke noget visuelt, vi har kun vores kroppe og så kan jeg sige ”hånd” eller ”hand” og nogle gange tager jeg fat og bare lægger den der på pladen, og så de kigger, og man kan se på dem, at de ikke ved, hvad der sker. Så indstiller jeg apparaturet, kigger på dem, smiler, og de er bare helt blanke.  Vi har kun håndsproget hvis man kan lidt af det sprog, de snakker.","We don't have anything visual; we only have our bodies, and then I can say 'hand' and sometimes I just take it and place it there on the plate, and then they look, and you can see on them that they don't know what's happening. Then I adjust the equipment, look at them, smile, and they are just completely blank. We only have sign language if you know a bit of the language they speak.""","У нас немає нічого візуального; у нас є лише наші тіла, і тоді я можу сказати 'рука' і іноді я просто беру її і кладу туди на плиту, а потім вони дивляться, і ви можете бачити по ним, що вони не знають, що відбувається. Потім я налаштовую апарат, дивлюся на них, посміхаюся, і вони просто абсолютно нічого не розуміють. У нас є лише жести, якщо ви знаєте трохи мову, якою вони говорять."
"Når du nu nævner ordet ”pacemaker” og sådan noget der, som der er meget svært at fordanske eller oversætte til andre sprog. Er det sådan nogen latinske betegnelser, der er supersvære at viderekommunikere? ","When you mention the word 'pacemaker' and such, which is very difficult to translate into Danish or other languages. Are these Latin terms that are super difficult to communicate?","Коли ви згадуєте слово 'кардіостимулятор' та подібне, яке дуже важко перекласти датською або на інші мови. Це ті латинські терміни, які дуже важко передати?"
"Nogle gange, men det kommer meget an på det sprog, du bruger, og sprog generelt. Hvis du bruger mange latinske betegnelser og fagsprog, det forvirrer patienten. Det er det der med at møde patienten hvor de er. Så jeg kigger på patienten, og jeg kan se, at han er sådan ældre herre, der har fået et par bajer nede i den lokale og han snakker på en vis måde, og han siger ”fanden, hvad er det her for noget?” Så snakker jeg ligesom med ham og siger ”kom bare du Ole, du ligger dig bare her, ikke?” Jeg snakker patientens sprog. Hvis jeg møder for eksempel en ældre herre, der er andet etnisk baggrund end dansk, så kan jeg godt finde på at blive påvirket således, at så bliver mit dansk også gebrokken. Så snakker jeg ligesom dem, for det er nemmere for folk at kommunikere til en, og så forstår de det også bedre. Men hvis jeg snakker mit normale jysk, og hvos ham den ældre herre ikke er dansk, så kan han godt blive lidt ”hvad siger du?” Nogle af mine kollegaer fra Fyn, deres accenter, det kan godt være lidt svært for patienter, der lige har kommet til landet.","Sometimes, but it very much depends on the language you use, and language in general. If you use many Latin terms and professional jargon, it confuses the patient. It's about meeting the patient where they are. So I look at the patient, and I can see he's an older gentleman who's had a couple of beers at the local and he speaks in a certain way, and he says 'damn, what is this?' Then I talk to him like 'just come on Ole, you just lie down here, right?' I speak the patient's language. If, for example, I meet an older gentleman of a different ethnic background than Danish, I might be influenced in such a way that my Danish also becomes broken. Then I speak like them, because it's easier for people to communicate with you, and they understand it better. But if I speak my normal Jutland dialect, and if the older gentleman is not Danish, he might be a bit 'what are you saying?' Some of my colleagues from Funen, their accents, it can be a bit difficult for patients who have just come to the country.","Іноді, але це дуже залежить від мови, яку ви використовуєте, і від мови загалом. Якщо ви використовуєте багато латинських термінів і професійного жаргону, це плутає пацієнта. Я дивлюся на пацієнта, і я бачу, що це старший чоловік, який випив кілька келихів пива у місцевому пабі і він говорить певним чиномю Він каже 'чорт, що це таке?' Тоді я розмовляю з ним так 'тільки приходь Оле, ти просто лягай отут, добре?' Я розмовляю мовою пацієнта. Якщо я, наприклад, зустрічаю старшого чоловіка не з Данії, а з іншої країні, на мене це впливає так, що я починаю говорити ламаною данською. Тоді я розмовляю як вони, тому що це легше для людей , і вони краще це розуміють. Але якщо я розмовляю своїм звичайним діалектом Ютландії, і якщо цей старший чоловік не датчанин, він може не розуміти мене. Деякі мої колеги з Фюну, локальні акценти може бути трохи складно зрозуміти для пацієнтів, які тільки приїхали до країни."
Det er også det du mener med at møde dem i øjenhøjde? ,Is that also what you mean by meeting them at eye level?,"Це також те, що ви маєте на увазі під зустріччю з ними на рівних?"
"Ja, man skal møde dem der, hvor de snakker. Hvis de snakker gadesprog, så snakker jeg gadesprog. Hvis de snakker rigsdansk, så snakker jeg rigsdansk. De der ældre damer, der kommer ind og snakker som dronningen, så snakker jeg som dronningen ville gøre med dem. Det er et værktøj, vi har, at man kan ”snakke” med folk, så de forstår hvad man siger. Hvis jeg altid snakker helt normalt, så kan de godt være lidt forvirret.","Yes, you have to meet them where they speak. If they speak street slang, then I speak street slang. If they speak standard Danish, then I speak standard Danish. Those older ladies who come in and speak like the queen, then I speak as the queen would with them. It's a tool we have, that you can 'talk' to people so they understand what you're saying. If I always speak completely normally, they can be a bit confused.","Так, потрібно розмовляти так, як вони розмовляють. Якщо вони розмовляють сленгом, то я теж розмовляю сленгом. Якщо вони розмовляють стандартною данською, то я розмовляю стандартною данською. Ті старші жінки, які приходять і розмовляють як королева, то я розмовляю з ними як би розмовляла королева. Це інструмент, який у нас є, можна 'розмовляти' з людьми так, щоб вони розуміли, що ти говориш. Якщо я завжди розмовляю зовсім нейтрально, вони можуть бути трохи спантеличені."
"Så det med det latinske og medicinske betegnelser, det er ikke bare kun med udlændinge, men også med danskere?","So, the thing with Latin and medical terms, it's not just with foreigners, but also with Danes?","Отже, справа з латинськими та медичними термінами, це не лише з іноземцями, але й з датчанами?"
